NA,NA,32,DTXSID00142939,0
-0.6474840757356322,805.7811781416093,756,DTXSID0021965,6
NA,NA,330,DTXSID0044527,0
-0.3526406275683185,779.1189177105208,515,DTXSID10186248,3
-1.504695661,9599.999996999204,4000,DTXSID1024255,1
-1.5580663030471034,15131.577741019013,45000,DTXSID1047497,9
-0.9226586547668675,1265.0563878373673,1944,DTXSID2020006,4
-0.8508560977538925,1875.1474451538238,1424,DTXSID2025840,4
-0.869752968,749.0755401616854,474,DTXSID3020885,1
-1.5929644432567596,13571.334188310257,1098,DTXSID2051712,13
-0.653164104,837.8696197062326,3090,DTXSID3074525,1
NA,NA,535,DTXSID3032331,0
1.4858173130727814,7.131431834423545,83,DTXSID40875759,4
-1.2251401500080616,2185.551183534967,620,DTXSID00143108,5
-1.0441680511348728,3347.3933114792057,2001,DTXSID5022437,7
NA,NA,3750,DTXSID4021397,0
1.5744819629728508,21.54986429920377,29.96,DTXSID10186304,4
NA,NA,730,DTXSID60182775,0
-1.5356542328731342,6326.013235620937,18500,DTXSID4034287,35
-0.9843378878679075,1467.597611123405,1790.5,DTXSID0021969,6
NA,NA,2114,DTXSID0044654,0
0.020244190155076072,309.1100332258948,295,DTXSID5042586,3
NA,NA,1200,DTXSID6023947,0
-0.592268339,1843.6526846540035,494,DTXSID6046925,1
NA,NA,4597,DTXSID7025849,0
NA,NA,2500,DTXSID7020265,0
-1.0350475859404256,1552.2341290841484,800,DTXSID3020887,3
-1.5382312206666666,13618.993095339527,10000,DTXSID80207090,2
-0.456571896113924,455.37051453047735,550,DTXSID20200267,2
NA,NA,85,DTXSID1024259,0
-0.61131761,690.7689265045885,1300,DTXSID8027822,1
NA,NA,50,DTXSID10475604,0
-0.8136910276221149,1245.5092800469995,2300,DTXSID40876903,4
0.8601596836875024,21.004484981524293,3,DTXSID9021134,4
NA,NA,2001,DTXSID8059893,0
NA,NA,915,DTXSID7052656,0
NA,NA,1770,DTXSID3074575,0
-1.091079617928266,3678.9149371761746,1830,DTXSID2025842,5
-0.9432922275100514,1933.824745805898,1600,DTXSID00143880,13
-0.3831141748571429,439.29458074179774,600,DTXSID9034070,2
2.126718964145806,2.049506682315019,2.8,DTXSID10186748,6
-0.7585403643345442,1182.5414936493125,3400,DTXSID2051762,2
-0.971353093,2299.786641727101,2200,DTXSID50224370,1
-0.9379977691556259,2560.463289092036,1049,DTXSID3032337,7
NA,NA,275,DTXSID40213975,0
-0.538569679,501.52311235583426,200,DTXSID60183085,1
-0.6471490123208956,1678.9248900978007,364,DTXSID5042615,2
-0.9782149770795107,1180.6555672931577,597,DTXSID0022012,7
0.4146273041525285,173.1571466236665,114,DTXSID6023997,7
-0.3310186102144917,703.8668561097089,260,DTXSID4034499,9
-0.05960148245988546,470.03591537858637,200,DTXSID7020267,7
-0.6048997431006263,741.8026711561945,464,DTXSID7025895,9
-0.678056552,1592.5350095250233,1840,DTXSID0044781,1
-0.9841977644720149,1680.912086227713,1700,DTXSID6046973,3
-0.308899104,279.29912639275307,650,DTXSID8020755,1
2.384656623,1.6470956111209085,6100,DTXSID30208870,1
-0.7059397336784093,1953.1955366877758,2830,DTXSID8027826,4
-1.3416464840313072,3123.736178659925,2400,DTXSID1047570,10
NA,NA,860,DTXSID10242752,0
NA,NA,7650,DTXSID20200500,0
NA,NA,1469,DTXSID40878402,0
NA,NA,794,DTXSID7052864,0
-0.7888315962857143,1120.5837844165267,1500,DTXSID00144796,2
-1.1777917750051747,3178.3206082124757,7500,DTXSID3074731,2
NA,NA,850,DTXSID2051764,0
-0.36125127211156616,708.4984450296863,245,DTXSID9021136,9
-0.4225989788656535,493.72751978533614,850,DTXSID9034282,18
-2.3207011,15098.835745376029,400,DTXSID2025846,2
NA,NA,1424,DTXSID8060246,0
NA,NA,3500,DTXSID10187114,0
-1.0445119245789474,4535.6397361893305,2150,DTXSID50224411,2
-0.973252029725065,1299.1318063451292,3600,DTXSID0022014,5
1.196191069,10.578122728923896,3387,DTXSID6023999,1
-1.335788689366309,4818.022141266102,6000,DTXSID3032389,3
NA,NA,650,DTXSID7020344,0
-0.6180783996752125,561.1606815103798,743,DTXSID5043847,18
-0.6597277753480392,784.1915854927985,1585,DTXSID4021399,13
-1.075755132949367,1787.4392204416386,2700,DTXSID7025924,2
-1.306020785,2490.6783421837335,5001,DTXSID8020757,1
1.4610808129839126,10.073955933816352,25,DTXSID60183843,2
NA,NA,234,DTXSID2020054,0
0.7467077157237534,50.57423638031851,60,DTXSID3074816,4
-1.3416464840313072,4092.137749679459,13000,DTXSID0044818,10
-0.283571021,583.062878859601,1670,DTXSID4034601,1
-1.0464401779846284,1671.7479774248854,1280,DTXSID1047601,7
NA,NA,410,DTXSID6046977,0
NA,NA,11000,DTXSID2051766,0
NA,NA,3550,DTXSID8027953,0
-0.982332384,1134.6781574393049,2255,DTXSID3020889,1
-1.0637847189389824,1345.9246481351356,2830,DTXSID7057606,14
-1.6442385507500001,18270.679867734554,37000,DTXSID10187492,4
NA,NA,6640,DTXSID1024338,0
-0.340847019656406,268.6336019034181,10,DTXSID40878740,3
0.8555293368301123,42.0548032890767,820,DTXSID00144933,3
-1.138346113,7875.274756115667,7210,DTXSID50224911,1
-0.5833489239637956,414.3347337646105,80,DTXSID9021138,8
NA,NA,320,DTXSID8060321,0
-0.7201539561549956,1151.2425888879557,1625,DTXSID2025892,9
-1.0432419321366557,1239.2013891099366,1700,DTXSID0022016,13
-0.45282260593430657,754.9185771930881,2629,DTXSID9034369,2
1.1962403419138912,17.514725656903423,1.8,DTXSID6024046,8
-0.5062568564685015,2936.0111237546535,10,DTXSID70203440,5
